;// Name;; Vorname;;Geburtsjahr;;Platz;;Partei;;;;Land;;;;;;Wkr;;;
AAAA;Zimmermann;BBBB;Sabine;CCCC;1960;DDDD;5;EEEE;DIE LINKE;FFFF;2009;ZZZZ;SN;GGGG;2009;HHHH;DIE LINKE;IIII;166;JJJJ;2009;FINEFINE
AAAA;Zimmitsch;BBBB;Brigitte;CCCC;1947;DDDD;12;EEEE;REP;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Zingsem;BBBB;Mareike;CCCC;1982;DDDD;7;EEEE;DIE LINKE;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;DIE LINKE;IIII;170;JJJJ;2009;FINEFINE
AAAA;Zion;BBBB;Robert;CCCC;1966;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;124;JJJJ;2009;FINEFINE
AAAA;Zirra;BBBB;Jana;CCCC;1979;DDDD;21;EEEE;SPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;SPD;IIII;282;JJJJ;2009;FINEFINE
AAAA;Zorko;BBBB;Zarah;CCCC;1979;DDDD;4;EEEE;MLPD;FFFF;2009;ZZZZ;SL;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Zorn;BBBB;Waltraud;CCCC;1938;DDDD;2;EEEE;MLPD;FFFF;2009;ZZZZ;SN;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Zuleger;BBBB;Gerhard;CCCC;1939;DDDD;18;EEEE;REP;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Zundel;BBBB;Paul;CCCC;1952;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;272;JJJJ;2009;FINEFINE
AAAA;Zuse;BBBB;Werner;CCCC;1949;DDDD;1;EEEE;BüSo;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;BüSo;IIII;221;JJJJ;2009;FINEFINE
AAAA;Zylajew;BBBB;Willi;CCCC;1950;DDDD;23;EEEE;CDU;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;CDU;IIII;92;JJJJ;2009;FINEFINE
AAAA;Zypries;BBBB;Brigitte;CCCC;1953;DDDD;3;EEEE;SPD;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;SPD;IIII;186;JJJJ;2009;FINEFINE
AAAA;Aae;BBBB;Per Lennart;CCCC;1940;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aßmann;BBBB;Helma;CCCC;1939;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Abele;BBBB;Sebastian Tobias;CCCC;1987;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Abolhassanzadeh Talischi;BBBB;Roya;CCCC;1959;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Acker;BBBB;Klaus;CCCC;1958;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Acker;BBBB;Reinmund;CCCC;1949;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ackermann;BBBB;Jens;CCCC;1975;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ackermann;BBBB;Lothar Matthias;CCCC;1953;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Adam;BBBB;Michael;CCCC;1984;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Adler;BBBB;Beate;CCCC;1960;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Adomeit;BBBB;Michael Harald;CCCC;1957;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aengenvoort;BBBB;Manfred August;CCCC;1944;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ahlers;BBBB;Werner;CCCC;1939;DDDD;0;EEEE;VIOLETTEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ahlgrimm;BBBB;Jonas;CCCC;1986;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ahrendt;BBBB;Christian;CCCC;1963;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ahrens;BBBB;Dirk;CCCC;1977;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ahr-Wiehe;BBBB;Kornelia;CCCC;1964;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aigner;BBBB;Alois;CCCC;1962;DDDD;0;EEEE;ödp;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aigner;BBBB;Ilse;CCCC;1964;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aita;BBBB;Pasquale;CCCC;1974;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aken van;BBBB;Jan;CCCC;1961;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Akgün;BBBB;Lale;CCCC;1953;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Albanesi;BBBB;Stefan;CCCC;1972;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Albertsen;BBBB;Sönke;CCCC;1960;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Albrecht;BBBB;Frank;CCCC;1967;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Albrecht;BBBB;Klaus;CCCC;1948;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Albrecht;BBBB;Richard Hermann;CCCC;1963;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aldag;BBBB;Wilfried;CCCC;1952;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Allenstein;BBBB;Michael;CCCC;1963;DDDD;0;EEEE;DVU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Alpers;BBBB;Agnes;CCCC;1961;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Altmaier;BBBB;Peter;CCCC;1958;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Altmayer;BBBB;Fernande;CCCC;1961;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Amann;BBBB;Gregor;CCCC;1962;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ambrosius;BBBB;Gerhard;CCCC;1940;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Andreae;BBBB;Kerstin;CCCC;1968;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Andrejewski;BBBB;Michael;CCCC;1959;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Andresen;BBBB;Volker;CCCC;1945;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Andromidas;BBBB;Andrea;CCCC;1949;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Angne;BBBB;Christian;CCCC;1945;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Anslinger;BBBB;Winfried;CCCC;1951;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Ansorge;BBBB;Daniel Richard;CCCC;1988;DDDD;0;EEEE;ödp;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Anspach-Papa;BBBB;Kornelia;CCCC;1961;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Überheim;BBBB;Ralf;CCCC;1961;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aparicio de Eckelmann;BBBB;Marta;CCCC;1952;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Apel;BBBB;Rainer;CCCC;1948;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Appel;BBBB;Detlef;CCCC;1955;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Appelt;BBBB;Johannes Peter;CCCC;1943;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Appelt;BBBB;Ron;CCCC;1988;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Appenrodt;BBBB;Corinna;CCCC;1974;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Araz;BBBB;Feryal;CCCC;1985;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Arendt;BBBB;Dirk;CCCC;1976;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Armstroff;BBBB;Dörthe;CCCC;1958;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Arndt;BBBB;Holger-Michael;CCCC;1971;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Arndt-Brauer;BBBB;Ingrid;CCCC;1961;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Arnold;BBBB;Karin;CCCC;1947;DDDD;0;EEEE;RRP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Arnold;BBBB;Ludger;CCCC;1954;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Arnold;BBBB;Rainer;CCCC;1950;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Artmeyer;BBBB;Ludwig;CCCC;1965;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aschenberg-Dugnus;BBBB;Christine;CCCC;1959;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Östereich;BBBB;Cornelia;CCCC;1961;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Atan;BBBB;Ferit;CCCC;1955;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Auernhammer;BBBB;Artur Friedrich;CCCC;1963;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;August;BBBB;Elisabeth;CCCC;1950;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Augustin;BBBB;Andreas;CCCC;1979;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aulenbacher;BBBB;Reiner;CCCC;1957;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aulila;BBBB;Martin;CCCC;1954;DDDD;0;EEEE;BP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aumer;BBBB;Peter;CCCC;1976;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Aydin;BBBB;Hüseyin Kenan;CCCC;1962;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Özdemir;BBBB;Cem;CCCC;1965;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Azima;BBBB;Armin;CCCC;1977;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Özoguz;BBBB;Aydan;CCCC;1967;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bähr;BBBB;Manfred;CCCC;1959;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bänsch;BBBB;Knut;CCCC;1961;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bär;BBBB;Dorothee;CCCC;1978;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bär;BBBB;Karl;CCCC;1985;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bätzing;BBBB;Sabine;CCCC;1975;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bäuerle;BBBB;Peter;CCCC;1951;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bäumler;BBBB;Werner;CCCC;1952;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bögel;BBBB;Claudia;CCCC;1961;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böger;BBBB;Melanie;CCCC;1971;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böhler;BBBB;Werner;CCCC;1964;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böhm;BBBB;Dorothea;CCCC;1962;DDDD;0;EEEE;FAMILIE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böhm;BBBB;Walter;CCCC;1959;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böhmer;BBBB;Maria;CCCC;1950;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böhmler;BBBB;Helmut;CCCC;1952;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böhner;BBBB;Georg;CCCC;1957;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böhning;BBBB;Björn Lars;CCCC;1978;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Börm;BBBB;Manfred;CCCC;1950;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Börnsen;BBBB;Wolfgang;CCCC;1942;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Börs;BBBB;Peter;CCCC;1944;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böttcher;BBBB;Jorg;CCCC;1958;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böttcher;BBBB;Süntje;CCCC;1981;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böttcher;BBBB;Viktor;CCCC;1952;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Böttger;BBBB;Martin;CCCC;1947;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Büchner;BBBB;Andreas;CCCC;1982;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Büddemann;BBBB;Manfred;CCCC;1951;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Büdel;BBBB;Katharina;CCCC;1951;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bühner;BBBB;Tim;CCCC;1978;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bülow;BBBB;Marco;CCCC;1971;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bünger;BBBB;Hans-Ulrich;CCCC;1940;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Büschleb;BBBB;Andreas;CCCC;1972;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Büsing;BBBB;Erika-Marika;CCCC;1964;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baade;BBBB;Klaus Hermann;CCCC;1936;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Babic;BBBB;Safet;CCCC;1981;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bach;BBBB;Thomas;CCCC;1961;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bachmann;BBBB;Iris;CCCC;1947;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bacholke;BBBB;Sabrina;CCCC;1981;DDDD;0;EEEE;Tierschutz;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Backes;BBBB;Veronika;CCCC;1956;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bader;BBBB;Jürgen;CCCC;1960;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Badum;BBBB;Lisa;CCCC;1983;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baecker;BBBB;Dietrich Karl Ernst;CCCC;1937;DDDD;0;EEEE;PBC;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baer;BBBB;Peter;CCCC;1934;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baerbock;BBBB;Annalena;CCCC;1980;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bahr;BBBB;Daniel;CCCC;1976;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bailey;BBBB;Gabriele;CCCC;1958;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Balck;BBBB;Dieter;CCCC;1941;DDDD;0;EEEE;RENTNER;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Balg;BBBB;Torsten;CCCC;1971;DDDD;0;EEEE;ödp;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Balke;BBBB;Michael;CCCC;1954;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Balnat;BBBB;Peter Manfred;CCCC;1956;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Balzer;BBBB;Regina Hildegard Käthe;CCCC;1949;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bangerter;BBBB;Gero Heinrich;CCCC;1983;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bannert;BBBB;Stefan;CCCC;1966;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bannert;BBBB;Ulrich Gustav;CCCC;1950;DDDD;0;EEEE;REP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baranski;BBBB;Robin;CCCC;1977;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barchmann;BBBB;Heinz-Joachim;CCCC;1950;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bareiß;BBBB;Thomas;CCCC;1975;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bargmann;BBBB;Rudolf Walter;CCCC;1976;DDDD;0;EEEE;DVU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barnett;BBBB;Doris;CCCC;1953;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barta;BBBB;Daniel Lutz;CCCC;1954;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bartels;BBBB;Hans Peter;CCCC;1961;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bartelt;BBBB;Christian;CCCC;1976;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barth;BBBB;Cornelia;CCCC;1958;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barth;BBBB;Edith;CCCC;1935;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barth;BBBB;Steven;CCCC;1988;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barth;BBBB;Volker;CCCC;1962;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barthel;BBBB;Klaus;CCCC;1955;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Barthle;BBBB;Norbert;CCCC;1952;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bartholomäus;BBBB;Uwe;CCCC;1972;DDDD;0;EEEE;DVU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bartholomé;BBBB;Anna;CCCC;1949;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bartol;BBBB;Sören;CCCC;1974;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bartsch;BBBB;Dietmar;CCCC;1958;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bas;BBBB;Bärbel;CCCC;1968;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baseler;BBBB;Lothar;CCCC;1935;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bathon;BBBB;Michael;CCCC;1961;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bauch;BBBB;Annegret;CCCC;1958;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bauch;BBBB;Matthias;CCCC;1979;DDDD;0;EEEE;BP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bauer;BBBB;Anneliese;CCCC;1924;DDDD;0;EEEE;Volksabstimmung;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bauer;BBBB;Emil;CCCC;1953;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bauer;BBBB;Erich;CCCC;1954;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bauer;BBBB;Sebastian-Michael;CCCC;1987;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baum;BBBB;Andreas;CCCC;1978;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baum;BBBB;Erika;CCCC;1925;DDDD;0;EEEE;DKP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baumann;BBBB;Helmut Günter;CCCC;1947;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baumgärtner;BBBB;Albert;CCCC;1955;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baumgartner;BBBB;Alfons;CCCC;1944;DDDD;0;EEEE;BP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baumgartner;BBBB;Roman;CCCC;1982;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Baur;BBBB;Jens;CCCC;1979;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bayrak;BBBB;Yusuf;CCCC;1963;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bechert;BBBB;Arthur;CCCC;1964;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beciri;BBBB;Birgit;CCCC;1962;DDDD;0;EEEE;Tierschutz;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beck;BBBB;Ernst-Reinhard;CCCC;1945;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beck;BBBB;Jürgen;CCCC;1955;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beck;BBBB;Marieluise;CCCC;1952;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beck;BBBB;Stefanie;CCCC;1970;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beck;BBBB;Tobias;CCCC;1985;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beck;BBBB;Volker;CCCC;1960;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beck geb. Krauß;BBBB;Claudia;CCCC;1973;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Becker;BBBB;Alexander;CCCC;1982;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Becker;BBBB;Bernd;CCCC;1958;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Becker;BBBB;Burkhard;CCCC;1954;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Becker;BBBB;Dirk;CCCC;1966;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Becker;BBBB;Kurt;CCCC;1953;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Becker-Lettow;BBBB;Christa Lydia;CCCC;1959;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beckmann;BBBB;Bert;CCCC;1958;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beckmeyer;BBBB;Uwe Karl;CCCC;1949;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beekhuis;BBBB;Jochen Heiner;CCCC;1977;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beer;BBBB;Maximilian;CCCC;1966;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beetz;BBBB;Kirsten;CCCC;1961;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Befeldt;BBBB;Peter;CCCC;1955;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Behlen;BBBB;Jörg;CCCC;1968;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Behm;BBBB;Cornelia;CCCC;1951;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
